"sha256","kind","category","size_bytes","source_rel","dest_rel","reason"
"1d093301effbd3d35ae148fa288270d5ca763d7d2050bbfafbecf49c8d294266","good","image","28894","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testDCX.dcx","good/image/dcx.dcx",""
"09921d5e7ac4418c79683a45139d36d49c072afb24dcb8b828c68c66d5c2e1bb","good","image","89","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testDJVU.djvu","good/image/djvu.djvu",""
"c63d82327430e6759d8e6930e5b457afb76538ce3311a2abd15ba12726ac277b","good","image","265260","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWG-AC1027.dwg","good/image/dwg-ac1027.dwg",""
"2de8f0e86939df1c4c77422deecd474fd958efcf9619554a1bdf83157f9176b2","good","image","158593","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWG-AC1032.dwg","good/image/dwg-ac1032.dwg",""
"ae8e43ea830d8701646f82ea7185d46dee5bb2834dbbc3ca6417a39803ce3832","good","image","675048","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWG2000.dwg","good/image/dwg2000.dwg",""
"3f2351f298613703148dcea4a693ee0407f5e7210a5aa901435e6ede450e4973","good","image","39335","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWG2004.dwg","good/image/dwg2004.dwg",""
"758b15d93758b0284ef33389f908c94b23d899a7408a30ea5c5f0843f53bbf1a","good","image","73088","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWG2007.dwg","good/image/dwg2007.dwg",""
"887781c9e0e151cb9d22738913bcfc35ee13f552c69c0a6c53de7311583dfe2d","good","image","59562","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWG2010.dwg","good/image/dwg2010.dwg",""
"14cc9e93ca2c65a98be1472126c283e77072735e9561151c1a92eb541bda976b","good","image","439438","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWGmech2004.dwg","good/image/dwgmech2004.dwg",""
"afb2aa0e144d7a55a9657dafc82809456190ae44310bf3d2716c456605ef28d3","good","image","439563","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWGmech2004DX.dwg","good/image/dwgmech2004dx.dwg",""
"441de2d09dd6e96acb48e558a56a374a558b7c34d1388de6d4bc5f0d1a38f488","good","image","439627","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWGmech2005.dwg","good/image/dwgmech2005.dwg",""
"f6ce9abe9f01929a553c667fb2c9db55842bd4ed1d99c6ac36f1c0f6c128d33c","good","image","439982","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWGmech2006.dwg","good/image/dwgmech2006.dwg",""
"f0f1dda71cc9abbf7d339e8b40827f2c9b2abc118b6c48d243f9ab829254b2de","good","image","479904","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWGmech2007.dwg","good/image/dwgmech2007.dwg",""
"9edf4ec9cb9ae9d54b9bf6a826a56ff5779a11aaee188766614079f7dd5c4cd9","good","image","487456","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWGmech2008.dwg","good/image/dwgmech2008.dwg",""
"03739d11b602854b7ff72476a085b2e328179aad9ee9e229acf935915c31bade","good","image","483840","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWGmech2009.dwg","good/image/dwgmech2009.dwg",""
"b588a667d6474708fcf45ed89c428bf87287c765f8ac5025f59ebd20c37630a4","good","image","467023","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWGmech2010.dwg","good/image/dwgmech2010.dwg",""
"86468cab589121abe4fb147471fd0e1ac1134cfb015377cd8f2940c80da8bb08","good","image","466891","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWGmech2011.dwg","good/image/dwgmech2011.dwg",""
"1a506742e6c8e4f574103733a9ae230bef73ab837148587a46a09776b9009269","good","image","687882","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWGmech6.dwg","good/image/dwgmech6.dwg",""
"c4685876a1dd54090737646c1f35741a78f6452725382c9d14e87addd4d5c5b6","good","image","39745","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testFITS.fits","good/image/fits.fits",""
"be7640cdd892bd7b00e1627a8149fc72e7b46bd196802f5938ebe7773c61fa3a","good","image","8495","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testGIF.gif","good/image/gif.gif",""
"4e5f21ca074c4c981c0f9d94786263fc374dd8412a643355a01bed62fad43d80","good","image","13706","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testHEIF.heic","good/image/heif.heic",""
"40bd779ca9a64412c0d7eca26f421b8f4b6d618009b5f5f83e4aa14b09bca294","good","image","2472","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testICNS.icns","good/image/icns.icns",""
"f40b97f76a281c56e90b502762ef66ff9d34ea61696c8350257b5dc6a8797e0d","good","image","1499892","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/IMG_1034.heic","good/image/img_1034.heic",""
"d5dd4787c43b58134e798a6ac3841c865a0e098acae7a45b64a96917dc601dc6","good","image","25725","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testJPEG.jp2","good/image/jpeg.jp2",""
"643dbb91a62b47947d320a588aa9d837640cc9baf3fe00010c9fe52b3fef8a1a","good","image","7686","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testJPEG.jpg","good/image/jpeg.jpg",""
"aaa960d53bb308c1a8752b068746cd37bea987cedb2d40751da21e8c40442caa","good","image","81","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testJXL.jxl","good/image/jxl.jxl",""
"bcf5670dc8f21ddcbdc6b6b1bdd14f6769636529d9592a68564688e6dd076841","good","image","8594","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testMYSQL.frm","good/image/mysql.frm",""
"4663ae52f0508d4ea47736459672b974493ea494a3cacdc6746ac7278dd5c5d0","good","image","3408","tika-parsers/tika-parsers-extended/tika-parsers-extended-integration-tests/src/test/resources/test-documents/testOCR.jpg","good/image/ocr.jpg",""
"e83cdf28f8db7eb3b3f5a59fcef9d7ab89ad0e22bfeae285d52fa5fa4ae22c1e","good","image","28245","tika-parsers/tika-parsers-extended/tika-parsers-extended-integration-tests/src/test/resources/test-documents/testOCR.png","good/image/ocr.png",""
"309e73b3a4ca58b98abd36029734d4be876788930bb8c4337d8e154654cde3df","good","image","24794","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testPCX.pcx","good/image/pcx.pcx",""
"e9e39887db08083215888fb5f8de7ac6a16a12f01a54662207ffa78bd0c1d619","good","image","23454","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testPICT.pct","good/image/pict.pct",""
"2c2e204a9e7434d22d906e5b82b9ee93a1f2480b87f9be572fcd7adb0cb59244","good","image","17041","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testPNG.png","good/image/png.png",""
"53277dbfc70635b72d918b851b1fccba3715b3217764c781160bd93a7bfe7b6e","good","image","69410","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testPSD.psd","good/image/psd.psd",""
"0541e32bf3bb28755a0bbebb0a756ff85f429ba6ebd8d79bbb5d08c3df49f831","good","image","31315","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testPSD2.psd","good/image/psd2.psd",""
"b8ef9dee62e853432869f6960ed628e21a2f4a8126d5ca5aa4745de05823e7e3","good","image","653855","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-ocr-module/src/test/resources/test-documents/testRotated+10.png","good/image/rotated+10.png",""
"3c206b15ce91c6ff8a78416c610d2ccb7f84211966c7cce1d6544ffb5b73ce47","good","image","674259","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-ocr-module/src/test/resources/test-documents/testRotated-10.png","good/image/rotated-10.png",""
"dcec12bfcf033616c9c87de1b1a7a3bf2c9c94cd447ba932200436f5f523e7e7","good","image","308","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pkg-module/src/test/resources/test-documents/testSVG.svg","good/image/svg.svg",""
"1eaa47e4c3745571843ac824c3ea287c2a0d8a32c96d17542eb6a8b662b4cf3b","good","image","10281","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testBPG_commented.bpg","good/image/testbpg_commented.bpg",""
"e3db0bf7214a1d8f5b98a668b502f239b4de19da8c729ac5de4305a6635a83b4","good","image","12374","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testBPG_commented_xnviewmp026.bpg","good/image/testbpg_commented_xnviewmp026.bpg",""
"f0ca86be75518f4cb146a88bdda964817324d1fcd0f1e8beaee22da3e8a0dc9b","good","image","2042","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testBPG_GEO.bpg","good/image/testbpg_geo.bpg",""
"fc89b40d0b415b648cc3c61a0942081ac3dc3d8c2a998065bf65241514357326","good","image","38178","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWG2004_no_header.dwg","good/image/testdwg2004_no_header.dwg",""
"203264e0357e23a2e53061faeba13b035f0462df591252b36f974226a96548db","good","image","73791","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-cad-module/src/test/resources/test-documents/testDWG2010_custom_props.dwg","good/image/testdwg2010_custom_props.dwg",""
"8173b31f9c30ee52c8e6dd552e2239dddb7df5b3a82ccb9cc33d698b9a7781fb","good","image","187638","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testDXF_ascii.dxf","good/image/testdxf_ascii.dxf",""
"9b6eda5baf415b0246f8c8e299ee7b722f5d93866780c1563a86f6297674053e","good","image","80356","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testFITS_ShorterHeader.fits","good/image/testfits_shorterheader.fits",""
"afafe0627018735f6337f5b1e181bfcf292b61a6738e4e991b0ab5ee7765aee9","good","image","18199","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testICNS_basic.icns","good/image/testicns_basic.icns",""
"d66c76902f67a5f1253b6bed4fa5271b6f3c1355a90790318e3bef494f7cd81e","good","image","13325","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-xmp-commons/src/test/resources/test-documents/testJPEG_commented.jpg","good/image/testjpeg_commented.jpg",""
"8ad432c048de4fa01a6e15181e3951d352cf71d2d53ee681793ba8b2db6c8749","good","image","26173","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-xmp-commons/src/test/resources/test-documents/testJPEG_commented_pspcs2mac.jpg","good/image/testjpeg_commented_pspcs2mac.jpg",""
"2c0c71da2f067d8f4efdc8c5e00a4fb2c98a6be531e5b1055f286aa333ff8046","good","image","13910","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-xmp-commons/src/test/resources/test-documents/testJPEG_commented_xnviewmp026.jpg","good/image/testjpeg_commented_xnviewmp026.jpg",""
"29c928f48b6e5c40be18f43c0116c377ad378a046c937ed571bfdad9c9d903f7","good","image","16357","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testJPEG_EXIF.jpg","good/image/testjpeg_exif.jpg",""
"f3eb7a20006417b6a07cec1a03333b9571aa45ed1cee0fc4a558ad9ca5515b18","good","image","16482","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testJPEG_GEO.jpg","good/image/testjpeg_geo.jpg",""
"385765e0b2c5846b950c7aff8c4aad38b47193f6e90042f933025e6b07665c34","good","image","20844","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testJPEG_GEO_2.jpg","good/image/testjpeg_geo_2.jpg",""
"db65e1a40ad79e976520e650497361854fc767e5577826dc06f2008028e846ef","good","image","2076158","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testJXL_exif.jxl","good/image/testjxl_exif.jxl",""
"b66cd63cee975e273c07e679aa930ee9eac1ee964e450220d1a01d5dafb70539","good","image","83814","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testJXL_ISOBMFF.jxl","good/image/testjxl_isobmff.jxl",""
"17abe1efa2ac03d6ad7de3ebebf25e101866b434e7058ea4aaec16a514b84848","good","image","7232","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-ocr-module/src/test/resources/test-documents/testOCR_spacing.png","good/image/testocr_spacing.png",""
"69ea01bf88cb85c48d3a78c3bb9e06ae141c9c9fc6a88267eae95c315e16180e","good","image","114796","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testPSD_xmp.psd","good/image/testpsd_xmp.psd",""
"b36e910a6266f20f04390de46785fa1af31651ba6aa7b890804c79ddf20ddf87","good","image","179","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-pkg-module/src/test/resources/test-documents/testSVG_no_xml_header.svg","good/image/testsvg_no_xml_header.svg",""
"3e425e4682be75c2a0ebb2f4168f9782df3da1580e7e72b00140b228110fdd90","good","image","156867","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-ocr-module/src/test/resources/test-documents/testTIFF_multipage.tif","good/image/testtiff_multipage.tif",""
"8ce2a4fb305a0f9639d5083a35c89ae0cc5f568d9e5a03df1f175fdc37080460","good","image","92312","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testWebp_Alpha_Lossless.webp","good/image/testwebp_alpha_lossless.webp",""
"a954bc006a5d2cec3ac1db2f2d065778e21ae17d5552ca253f6d3a911f6c3730","good","image","23404","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testWebp_Alpha_Lossy.webp","good/image/testwebp_alpha_lossy.webp",""
"95237f687912fac7525b6ebd75a1798f57cb4086e9dd23a513765cba3feb2b33","good","image","9316","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/test/resources/test-documents/testWMF_charset.wmf","good/image/testwmf_charset.wmf",""
"04c72da5af0ec9e3f2e96d70cf674f0c42255aeacd3fd23243010a7c208d11bc","good","image","25584","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testTIFF.tif","good/image/tiff.tif",""
"e554463b318059f0ab529b4f23a36106e71a34b8dc490d5b6de00dc3e6268d24","good","image","3442","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-image-module/src/test/resources/test-documents/testWEBP.webp","good/image/webp.webp",""
"da7c0f1b6643850856cba100e9b3e8db76b80e91583eb088635c416a2b4161b3","good","image","699840","tika-parsers/tika-parsers-extended/tika-parser-scientific-module/src/test/resources/test-documents/WFPC2u5780205r_c0fx.fits","good/image/wfpc2u5780205r_c0fx.fits",""
"e68723409efb4f459d2fd9f401e6e68e145bebc98c425ffad6e95c85ad932feb","good","image","51590","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-microsoft-module/src/test/resources/test-documents/testWMF.wmf","good/image/wmf.wmf",""
"e97ffe69598f467b8ee606b290ced0ac27ca907e429ad70c83cdd117385e0bc0","good","media","2668637","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/test2.mp3","good/media/2.mp3",""
"b14fadd1cfcf8b9d086834623f0c35c575d9ed81c52af946cae4a8c42bd25aa3","good","media","779","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testAAC.aac","good/media/aac.aac",""
"fdf0fabdce21349b8da4fe2cc684043b78a2493fcda442f01d3c230b3e602a75","good","media","2176","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testAACid3.aac","good/media/aacid3.aac",""
"5ce53e3eaf5d1083fa53029b086931de19fc4ceba0025c786c28ef2e5276aa44","good","media","768","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testAC3.ac3","good/media/ac3.ac3",""
"d5d183e3a94dc75534e10074791af36cc42e1e89683a55954b8e4d3861f9fdec","good","media","3894","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testAIFF.aif","good/media/aiff.aif",""
"3c1a5714c2e94eb82e9cea63139625d226cf53f00c9ce186ec9a22142f3ced54","good","media","3609","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testAMR-WB.amr","good/media/amr-wb.amr",""
"30539be55e2d95986a08e619da6e7e057ad17cdb0c709420f1353bd9d2c14f2f","good","media","3620","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testAMR.amr","good/media/amr.amr",""
"6bf244974118677de6b0a0180e9020328f9f0d317d3e425b66ab9d4706e72cc9","good","media","62439","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testASF.asf","good/media/asf.asf",""
"97eeb08a309073fb625132c3833b7a6e2d64aaa39677751ee5a24ece4b7761c2","good","media","3868","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testAU.au","good/media/au.au",""
"99048c9cedd7a156fe47272ba65d70b7e6e2350ed610c006a20204c65de0fb0c","good","media","38547","tika-parsers/tika-parsers-ml/tika-transcribe-aws/src/test/resources/test-documents/de-DE_(We_Are_At_School_x2).mp3","good/media/de-de_we_are_at_school_x2.mp3",""
"dfdccfcab6c57742a64111fea24a4f9bac45ed1a2a911688e0b2a5176ad107dc","good","media","768","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testEAC3.ac3","good/media/eac3.ac3",""
"c53de699fd87de1162f95449a0e3201e7bfa7dac4e0f3ffba27e027b9e06b0ee","good","media","33365","tika-parsers/tika-parsers-ml/tika-transcribe-aws/src/test/resources/test-documents/en-AU_(A_Little_Bottle_Of_Water).mp3","good/media/en-au_a_little_bottle_of_water.mp3",""
"8239c1e2038a926ef4fa10c01e26ae290bf2d563f4eff6becbe61a46eff5f224","good","media","35872","tika-parsers/tika-parsers-ml/tika-transcribe-aws/src/test/resources/test-documents/en-GB_(A_Little_Bottle_Of_Water).mp3","good/media/en-gb_a_little_bottle_of_water.mp3",""
"f3cb0e5f24e7d2a9ae2af504bd9899e4a4131cdcf4db8915c39d929f8613441b","good","media","29603","tika-parsers/tika-parsers-ml/tika-transcribe-aws/src/test/resources/test-documents/en-US_(A_Little_Bottle_Of_Water).mp3","good/media/en-us_a_little_bottle_of_water.mp3",""
"2253aeab3de56fd5e2164a15f653e88b06e58b02c36e0197823dc71b8bb48ce3","good","media","21739","tika-parsers/tika-parsers-ml/tika-transcribe-aws/src/test/resources/test-documents/en-US_(Hi).mp4","good/media/en-us_hi.mp4",""
"26dd856f96ff30caa92c0dfb3a3b39a0ccb78e37dc2e31aa8153df183327a2c7","good","media","10604","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testFLAC.flac","good/media/flac.flac",""
"2faad535f72ecfe45afba02fd849e14ac77f252090ea7c619233ea83c6aa2960","good","media","10820","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testFLAC.oga","good/media/flac.oga",""
"2e6f43b5395b085ecdac4d6bcb17d2e35fa8958c2167dfedd2928cca1b30b924","good","media","90580","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testFLV.flv","good/media/flv.flv",""
"65ff8307feceb4d3430b8537c6aab7a75aa75706e7df84a5673a93f53c9ce5f8","good","media","42219","tika-parsers/tika-parsers-ml/tika-transcribe-aws/src/test/resources/test-documents/it-IT_(We_Are_Having_Class_x2).mp3","good/media/it-it_we_are_having_class_x2.mp3",""
"b5fc709c3e7d80d2d01b080f5980b48ed45c9d017599362dbec996b30a7ea9ec","good","media","21699","tika-parsers/tika-parsers-ml/tika-transcribe-aws/src/test/resources/test-documents/ja-JP_(We_Are_At_School).mp3","good/media/ja-jp_we_are_at_school.mp3",""
"e65e147f66f528960df67eb3395ba0f60be5049680127ccd8dad517ae0389c46","good","media","144151","tika-parsers/tika-parsers-ml/tika-transcribe-aws/src/test/resources/test-documents/ko-KR_(Annyeonghaseyo).mp4","good/media/ko-kr_annyeonghaseyo.mp4",""
"ee000d4a2186ea280da26507c80f88d2d723ef2baaf40b2a6b01175b2cfd268f","good","media","66843","tika-parsers/tika-parsers-ml/tika-transcribe-aws/src/test/resources/test-documents/ko-KR_(We_Are_Having_Class_x2).mp3","good/media/ko-kr_we_are_having_class_x2.mp3",""
"4f6b104665b5b365b290e1eaa34d14ce65ba3d8656b470042aeb4ebb11a64bc2","good","media","322","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testMID.mid","good/media/mid.mid",""
"3d2d975b7f81fec04d467eac7ae83b907614dcffb36d01a56a7642fe1c1f02bf","good","media","82969","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testMKV.mkv","good/media/mkv.mkv",""
"5fafede9480da839030e4e2bbcbd42bcfb54a3851297ef5cd12f09aea001259e","good","media","40832","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testMP3i18n.mp3","good/media/mp3i18n.mp3",""
"5c19eafe0846f5d074a840dc9e4a8800d7062ec87b59ad0efcd00d383328e213","good","media","39416","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testMP3id3v1.mp3","good/media/mp3id3v1.mp3",""
"b99c497f4962c072413066b08e55849f113f7441e759c2052cb4cd74e6aae520","good","media","39577","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testMP3id3v2.mp3","good/media/mp3id3v2.mp3",""
"58ed3d6e62df7e59c64c6f0aa06dfaf8250b9d23f21f23d7c94275c2b8693ac7","good","media","39471","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testMP3id3v24.mp3","good/media/mp3id3v24.mp3",""
"e2067a2f13e5bf5528a129ead5f6d0fd7e4f507a7af54a3746e8084aa4603df4","good","media","34688","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testMP3lyrics.mp3","good/media/mp3lyrics.mp3",""
"ad66cddafb9623c2f1f8783e86fa18e344e3f97f38309e40aeb52152a187bf31","good","media","39288","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testMP3noid3.mp3","good/media/mp3noid3.mp3",""
"722b8649c2880d9ef296269560ca5f7398afa4dfe0094e53ec3c09fa7530fc10","good","media","4770","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testMP4.m4a","good/media/mp4.m4a",""
"81041ef517865e574fa41575656d918a2e82d3057b2dc235e71f096cac5ed173","good","media","35236","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testMP4AudioOnly.mp4","good/media/mp4audioonly.mp4",""
"7424b59f9c1ec2764501890e55587fcf7cf21297f0551ca2146091107a5cb325","good","media","2625","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testNakedUTF16BOM.mp3","good/media/nakedutf16bom.mp3",""
"df3ad08fa779ddd0abdb9c9293e522305ebbf7735c35443e046dd2b61103282c","good","media","1059","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testOPUS.opus","good/media/opus.opus",""
"38770cbf648e879442616cbba477c74ff49f856192f40d69e01358282d97d4ae","good","media","29043","tika-parsers/tika-parsers-ml/tika-transcribe-aws/src/test/resources/test-documents/pt-BR_(We_Are_At_School).mp3","good/media/pt-br_we_are_at_school.mp3",""
"677dd0d399266d816c80208b7f0a3baf233a55ab01158c3d5ddbe237af170fda","good","media","5759","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/sample-mkv.noext","good/media/sample-mkv.noext",""
"85dee6886a88636153d4ab6dc1b749c3c179eb9d3203ea10f1382db7098cfb7a","good","media","16234","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/sample-webm.noext","good/media/sample-webm.noext",""
"7be8ec540eb26410cfa3fd3b081888504087f2801780cf2309528b3608f75fe0","good","media","25861","tika-parsers/tika-parsers-ml/tika-transcribe-aws/src/test/resources/test-documents/ShortAudioSampleFrench.mp3","good/media/shortaudiosamplefrench.mp3",""
"42f2d12951efce1422e2e61a3540626a7667d8e2afc0caef6e5999b725aa5bf5","good","media","40960","tika-parsers/tika-parsers-standard/tika-parsers-standard-modules/tika-parser-audiovideo-module/src/test/resources/test-documents/testMP3id3v1_v2.mp3","good/media/testmp3id3v1_v2.mp3",""
"3927ed2177de3ad394c0d794ffcf886e1729d39202eaac76e36db619574fdd75","good","media","1024","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testMP3_id3_false_aac.mp3","good/media/testmp3_id3_false_aac.mp3",""
"60084bf1d83c48fa33c46a0d51346b11a62a3a8112fa7cf1115479cd96f42353","good","media","554297","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testWMV_WMV2.wmv","good/media/testwmv_wmv2.wmv",""
"ce4bfdc8fda0c1a3393dbb6850de2bee1f44e9be6839a377499009dde493a1f8","good","media","1053651","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testVideoMp4.mp4","good/media/videomp4.mp4",""
"9c5c118e4f639df407dc61e3b79eef1dbdfea5f7647623061d1c9ebe5e96c249","good","media","4241","tika-parsers/tika-parsers-standard/tika-parsers-standard-package/src/test/resources/test-documents/testVORBIS.ogg","good/media/vorbis.ogg",""
